ExtractTime,DatabaseDate,PlanID,PlanNumber,PolicyNumber,RiderNumber,SumAssured,CoverageType,BenefitStatus,PremiumStatus,BenefitRiskCessationDate,BenefitPremiumCessationDate
01/11/2023 14:29:30,01/11/2023 06:39:13,888831,PN100004551,100004555,1,150000,Critical Illness,Lapsed,Lapsed,13/09/2054,13/07/2054
01/11/2023 14:29:30,01/11/2023 06:39:13,830802,PN100004891,100004892,0,638900,Life,Lapsed,Lapsed,29/08/2045,29/08/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,830802,PN100004891,100004892,1,638900,Total and Permanent Disability,Lapsed,Lapsed,29/08/2045,28/08/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,831206,PN100004974,100004975,0,250000,Life,Lapsed,Lapsed,11/10/2050,11/09/2050
01/11/2023 14:29:30,01/11/2023 06:39:13,831206,PN100004974,100004976,0,100000,Life,Lapsed,Lapsed,11/10/2050,11/09/2050
01/11/2023 14:29:30,01/11/2023 06:39:13,831206,PN100004974,100004976,1,100000,Critical Illness,Lapsed,Lapsed,11/10/2050,05/08/2050
01/11/2023 14:29:30,01/11/2023 06:39:13,833593,PN100005552,100005553,0,200000,Life,Lapsed,Lapsed,13/12/2037,13/11/2037
01/11/2023 14:29:30,01/11/2023 06:39:13,833593,PN100005552,100005553,1,200000,Critical Illness,Lapsed,Lapsed,13/12/2037,25/08/2037
01/11/2023 14:29:30,01/11/2023 06:39:13,834458,PN100005784,100005786,0,102206,Life,Lapsed,Lapsed,12/10/2045,12/09/2045
01/11/2023 14:29:30,01/11/2023 06:39:13,834458,PN100005784,100005786,1,102206,Critical Illness,Lapsed,Lapsed,12/10/2045,04/09/2045
01/11/2023 14:29:30,01/11/2023 06:39:13,834461,PN100005788,100005789,0,183867,Life,Lapsed,Lapsed,04/10/2041,04/09/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,834461,PN100005788,100005789,1,183867,Critical Illness,Lapsed,Lapsed,04/10/2041,04/09/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,834539,PN100005800,100005801,0,100000,Critical Illness,Lapsed,Lapsed,04/02/2052,04/01/2052
01/11/2023 14:29:30,01/11/2023 06:39:13,893791,PN100005809,100005810,0,500000,Life,Lapsed,Lapsed,17/10/2038,17/09/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,893791,PN100005809,100005811,0,500000,Critical Illness,Lapsed,Lapsed,17/10/2038,17/09/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,834553,PN100005828,100005829,0,500000,Life,Lapsed,Lapsed,27/02/2028,27/01/2028
01/11/2023 14:29:30,01/11/2023 06:39:13,893183,PN100006018,100006019,0,500000,Life,Lapsed,Lapsed,16/11/2044,16/10/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,893183,PN100006018,100006020,0,500000,Life,Lapsed,Lapsed,16/11/2044,16/10/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,893183,PN100006018,100006020,1,500000,Critical Illness,Lapsed,Lapsed,16/11/2044,12/09/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,882146,PN100006072,100006075,0,500000,Life,Lapsed,Lapsed,07/11/2039,07/10/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,882146,PN100006072,100006077,0,500000,Life,Lapsed,Lapsed,07/11/2039,07/10/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,882146,PN100006072,100006077,1,500000,Critical Illness,Lapsed,Lapsed,07/11/2039,15/09/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,835253,PN100006140,100006141,0,2175000,Life,Lapsed,Lapsed,24/11/2026,24/10/2026
01/11/2023 14:29:30,01/11/2023 06:39:13,835253,PN100006140,100006141,1,2175000,Critical Illness,Lapsed,Lapsed,24/11/2026,16/09/2026
01/11/2023 14:29:30,01/11/2023 06:39:13,835705,PN100006403,100006404,0,360000,Life,Lapsed,Lapsed,12/12/2051,12/11/2051
01/11/2023 14:29:30,01/11/2023 06:39:13,835705,PN100006403,100006405,0,200000,Life,Lapsed,Lapsed,12/12/2051,12/11/2051
01/11/2023 14:29:30,01/11/2023 06:39:13,835705,PN100006403,100006405,1,200000,Critical Illness,Lapsed,Lapsed,12/12/2051,24/09/2051
01/11/2023 14:29:30,01/11/2023 06:39:13,835707,PN100006409,100006410,0,530000,Life,Lapsed,Lapsed,27/11/2051,27/10/2051
01/11/2023 14:29:30,01/11/2023 06:39:13,835707,PN100006409,100006411,0,200000,Critical Illness,Lapsed,Lapsed,27/11/2051,24/09/2051
01/11/2023 14:29:30,01/11/2023 06:39:13,835707,PN100006409,100006411,1,200000,Life,Lapsed,Lapsed,27/11/2051,27/10/2051
01/11/2023 14:29:30,01/11/2023 06:39:13,835826,PN100006479,100006480,0,200000,Life,Lapsed,Lapsed,29/11/2030,29/10/2030
01/11/2023 14:29:30,01/11/2023 06:39:13,836023,PN100006563,100006564,0,350000,Life,Lapsed,Lapsed,22/11/2036,22/10/2036
01/11/2023 14:29:30,01/11/2023 06:39:13,836023,PN100006563,100006565,0,150000,Life,Lapsed,Lapsed,22/11/2036,22/10/2036
01/11/2023 14:29:30,01/11/2023 06:39:13,836023,PN100006563,100006565,1,150000,Critical Illness,Lapsed,Lapsed,22/11/2036,30/09/2036
01/11/2023 14:29:30,01/11/2023 06:39:13,836548,PN100006881,100006882,0,150000,Life,Lapsed,Lapsed,01/02/2046,01/01/2046
01/11/2023 14:29:30,01/11/2023 06:39:13,836548,PN100006881,100006882,1,150000,Critical Illness,Lapsed,Lapsed,01/02/2046,12/10/2045
01/11/2023 14:29:30,01/11/2023 06:39:13,836556,PN100006902,100006904,0,150000,Life,Lapsed,Lapsed,28/11/2055,28/10/2055
01/11/2023 14:29:30,01/11/2023 06:39:13,836556,PN100006902,100006904,1,150000,Critical Illness,Lapsed,Lapsed,28/11/2055,12/10/2055
01/11/2023 14:29:30,01/11/2023 06:39:13,882393,PN100007092,100007093,0,100000,Life,Lapsed,Lapsed,13/12/2030,13/11/2030
01/11/2023 14:29:30,01/11/2023 06:39:13,882393,PN100007092,100007094,0,100000,Critical Illness,Lapsed,Lapsed,13/12/2030,19/10/2030
01/11/2023 14:29:30,01/11/2023 06:39:13,882393,PN100007092,100007094,1,100000,Life,Lapsed,Lapsed,13/12/2030,13/11/2030
01/11/2023 14:29:30,01/11/2023 06:39:13,932921,PN100007660,100007662,0,250000,Life,Lapsed,Lapsed,20/12/2061,20/11/2061
01/11/2023 14:29:30,01/11/2023 06:39:13,932921,PN100007660,100007663,0,250000,Life,Lapsed,Lapsed,20/12/2051,20/11/2051
01/11/2023 14:29:30,01/11/2023 06:39:13,932921,PN100007660,100007663,1,250000,Critical Illness,Lapsed,Lapsed,20/12/2051,07/11/2051
01/11/2023 14:29:30,01/11/2023 06:39:13,838943,PN100007845,100007846,0,100000,Life,Expired,Terminated,01/02/2029,01/01/2029
01/11/2023 14:29:30,01/11/2023 06:39:13,838943,PN100007845,100007846,1,100000,Critical Illness,Expired,Terminated,01/02/2029,14/11/2028
01/11/2023 14:29:30,01/11/2023 06:39:13,884765,PN100008351,100008352,0,250000,Life,Lapsed,Lapsed,25/01/2051,25/12/2050
01/11/2023 14:29:30,01/11/2023 06:39:13,884765,PN100008351,100008352,1,250000,Critical Illness,Lapsed,Lapsed,25/01/2051,23/12/2050
01/11/2023 14:29:30,01/11/2023 06:39:13,841316,PN100008457,100008458,0,213659,Life,Lapsed,Lapsed,20/03/2038,20/02/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,841316,PN100008457,100008458,1,213659,Critical Illness,Lapsed,Lapsed,20/03/2038,29/12/2037
01/11/2023 14:29:30,01/11/2023 06:39:13,841408,PN100008530,100008531,0,250000,Life,Lapsed,Lapsed,21/03/2040,21/02/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,841408,PN100008530,100008531,1,250000,Critical Illness,Lapsed,Lapsed,21/03/2040,31/12/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,841637,PN100008633,100008635,0,245000,Life,Lapsed,Lapsed,01/02/2041,01/01/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,841637,PN100008633,100008635,1,245000,Critical Illness,Lapsed,Lapsed,01/02/2041,01/01/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,841660,PN100008678,100008680,0,407609,Life,Lapsed,Lapsed,05/03/2031,05/02/2031
01/11/2023 14:29:30,01/11/2023 06:39:13,841660,PN100008678,100008680,1,407609,Critical Illness,Lapsed,Lapsed,05/03/2031,05/01/2031
01/11/2023 14:29:30,01/11/2023 06:39:13,841804,PN100008761,100008762,0,650000,Life,Cancelled,Cancelled,07/03/2040,07/02/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,841804,PN100008761,100008763,0,150000,Life,Cancelled,Cancelled,07/03/2040,07/02/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,841804,PN100008761,100008763,1,150000,Critical Illness,Cancelled,Cancelled,07/03/2040,08/01/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,851833,PN100009047,100009048,0,300000,Life,Lapsed,Lapsed,17/06/2043,17/05/2043
01/11/2023 14:29:30,01/11/2023 06:39:13,851833,PN100009047,100009049,0,300000,Life,Lapsed,Lapsed,17/06/2043,17/05/2043
01/11/2023 14:29:30,01/11/2023 06:39:13,851833,PN100009047,100009049,1,300000,Critical Illness,Lapsed,Lapsed,17/06/2043,21/01/2043
01/11/2023 14:29:30,01/11/2023 06:39:13,851838,PN100009056,100009057,0,300000,Life,Lapsed,Lapsed,28/06/2043,28/05/2043
01/11/2023 14:29:30,01/11/2023 06:39:13,851838,PN100009056,100009058,0,300000,Life,Lapsed,Lapsed,28/06/2043,28/05/2043
01/11/2023 14:29:30,01/11/2023 06:39:13,851838,PN100009056,100009058,1,300000,Critical Illness,Lapsed,Lapsed,28/06/2043,21/01/2043
01/11/2023 14:29:30,01/11/2023 06:39:13,851930,PN100009119,100009120,0,169261,Life,Lapsed,Lapsed,25/04/2028,25/03/2028
01/11/2023 14:29:30,01/11/2023 06:39:13,851930,PN100009119,100009120,1,169261,Critical Illness,Lapsed,Lapsed,25/04/2028,23/01/2028
01/11/2023 14:29:30,01/11/2023 06:39:13,852400,PN100009328,100010504,0,250000,Life,Lapsed,Lapsed,30/04/2046,30/03/2046
01/11/2023 14:29:30,01/11/2023 06:39:13,853170,PN100009681,100009682,0,180000,Life,Lapsed,Lapsed,31/03/2037,28/02/2037
01/11/2023 14:29:30,01/11/2023 06:39:13,853170,PN100009681,100009683,0,100000,Life,Lapsed,Lapsed,31/03/2037,28/02/2037
01/11/2023 14:29:30,01/11/2023 06:39:13,853170,PN100009681,100009683,1,100000,Critical Illness,Lapsed,Lapsed,31/03/2037,18/02/2037
01/11/2023 14:29:30,01/11/2023 06:39:13,853178,PN100009697,100009698,0,300000,Life,Lapsed,Lapsed,05/10/2042,05/09/2042
01/11/2023 14:29:30,01/11/2023 06:39:13,853178,PN100009697,100009699,0,60000,Critical Illness,Lapsed,Lapsed,05/10/2042,05/09/2042
01/11/2023 14:29:30,01/11/2023 06:39:13,854224,PN100010171,100010173,0,300000,Life,Lapsed,Lapsed,16/04/2052,16/03/2052
01/11/2023 14:29:30,01/11/2023 06:39:13,854224,PN100010171,100010174,0,100000,Life,Lapsed,Lapsed,16/04/2052,16/03/2052
01/11/2023 14:29:30,01/11/2023 06:39:13,854224,PN100010171,100010174,1,100000,Critical Illness,Lapsed,Lapsed,16/04/2052,08/03/2052
01/11/2023 14:29:30,01/11/2023 06:39:13,855344,PN100010523,100010524,0,300000,Life,Lapsed,Lapsed,17/05/2053,17/04/2053
01/11/2023 14:29:30,01/11/2023 06:39:13,855344,PN100010523,100010526,0,100000,Critical Illness,Lapsed,Lapsed,17/05/2053,25/03/2053
01/11/2023 14:29:30,01/11/2023 06:39:13,855344,PN100010523,100010526,1,100000,Life,Lapsed,Lapsed,17/05/2053,17/04/2053
01/11/2023 14:29:30,01/11/2023 06:39:13,855416,PN100010568,100010569,0,250000,Life,Lapsed,Lapsed,13/05/2033,13/04/2033
01/11/2023 14:29:30,01/11/2023 06:39:13,855416,PN100010568,100010569,1,250000,Critical Illness,Lapsed,Lapsed,13/05/2033,26/03/2033
01/11/2023 14:29:30,01/11/2023 06:39:13,855487,PN100010574,100010576,0,300000,Life,Lapsed,Lapsed,04/06/2048,04/05/2048
01/11/2023 14:29:30,01/11/2023 06:39:13,855487,PN100010574,100010579,0,150000,Life,Lapsed,Lapsed,04/06/2048,04/05/2048
01/11/2023 14:29:30,01/11/2023 06:39:13,855487,PN100010574,100010579,1,150000,Critical Illness,Lapsed,Lapsed,04/06/2048,29/03/2048
01/11/2023 14:29:30,01/11/2023 06:39:13,856138,PN100010870,100010872,0,211391,Life,Lapsed,Lapsed,10/06/2037,10/05/2037
01/11/2023 14:29:30,01/11/2023 06:39:13,856138,PN100010870,100010872,1,211391,Critical Illness,Lapsed,Lapsed,10/06/2037,13/04/2037
01/11/2023 14:29:30,01/11/2023 06:39:13,893121,PN100011059,100011060,0,750000,Life,Lapsed,Lapsed,14/06/2040,14/05/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,893121,PN100011059,100011061,0,250000,Life,Lapsed,Lapsed,14/06/2040,14/05/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,893121,PN100011059,100011061,1,250000,Critical Illness,Lapsed,Lapsed,14/06/2040,22/04/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,900439,PN100011071,100011072,0,300000,Life,Lapsed,Lapsed,05/07/2040,05/06/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,900439,PN100011071,100011073,0,200000,Life,Lapsed,Lapsed,05/07/2040,05/06/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,900439,PN100011071,100011073,1,200000,Critical Illness,Lapsed,Lapsed,05/07/2040,22/04/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,856695,PN100011079,100011080,0,450000,Life,Lapsed,Lapsed,23/08/2050,23/07/2050
01/11/2023 14:29:30,01/11/2023 06:39:13,856695,PN100011079,100011081,0,150000,Life,Lapsed,Lapsed,23/08/2050,23/07/2050
01/11/2023 14:29:30,01/11/2023 06:39:13,856695,PN100011079,100011081,1,150000,Critical Illness,Lapsed,Lapsed,23/08/2050,23/04/2050
01/11/2023 14:29:30,01/11/2023 06:39:13,856867,PN100011146,100011147,0,200000,Life,Lapsed,Lapsed,04/06/2046,04/05/2046
01/11/2023 14:29:30,01/11/2023 06:39:13,856867,PN100011146,100011148,0,100000,Life,Lapsed,Lapsed,04/06/2046,04/05/2046
01/11/2023 14:29:30,01/11/2023 06:39:13,856867,PN100011146,100011148,1,100000,Critical Illness,Lapsed,Lapsed,04/06/2046,27/04/2046
01/11/2023 14:29:30,01/11/2023 06:39:13,856938,PN100011226,100011227,0,150000,Life,Lapsed,Lapsed,02/07/2057,02/06/2057
01/11/2023 14:29:30,01/11/2023 06:39:13,856942,PN100011233,100011234,0,150000,Life,Lapsed,Lapsed,01/07/2057,01/06/2057
01/11/2023 14:29:30,01/11/2023 06:39:13,858664,PN100011717,100011728,0,82000,Life,Lapsed,Lapsed,18/09/2043,18/08/2043
01/11/2023 14:29:30,01/11/2023 06:39:13,858664,PN100011717,100011728,1,82000,Critical Illness,Lapsed,Lapsed,18/09/2043,20/05/2043
01/11/2023 14:29:30,01/11/2023 06:39:13,859668,PN100012211,100012212,0,150000,Life,Lapsed,Lapsed,29/08/2035,29/07/2035
01/11/2023 14:29:30,01/11/2023 06:39:13,859668,PN100012211,100012214,0,150000,Life,Lapsed,Lapsed,29/08/2035,29/07/2035
01/11/2023 14:29:30,01/11/2023 06:39:13,859668,PN100012211,100012214,1,150000,Critical Illness,Lapsed,Lapsed,29/08/2035,11/06/2035
01/11/2023 14:29:30,01/11/2023 06:39:13,860211,PN100012366,100012368,0,200000,Life,Lapsed,Lapsed,06/09/2030,06/08/2030
01/11/2023 14:29:30,01/11/2023 06:39:13,861126,PN100012605,100012606,0,100000,Life,Lapsed,Lapsed,29/08/2039,29/07/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,861126,PN100012605,100012607,0,50000,Life,Lapsed,Lapsed,29/08/2039,29/07/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,861126,PN100012605,100012607,1,50000,Critical Illness,Lapsed,Lapsed,29/08/2039,30/06/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,937690,PN100012784,100012785,0,350000,Life,Lapsed,Lapsed,14/11/2050,14/10/2050
01/11/2023 14:29:30,01/11/2023 06:39:13,937690,PN100012784,100012785,1,350000,Critical Illness,Lapsed,Lapsed,14/11/2050,09/07/2050
01/11/2023 14:29:30,01/11/2023 06:39:13,862370,PN100013089,100013091,0,658652.74,Life,Lapsed,Lapsed,06/09/2044,06/09/2043
01/11/2023 14:29:30,01/11/2023 06:39:13,862370,PN100013089,100013091,1,658652.74,Total and Permanent Disability,Lapsed,Lapsed,06/09/2044,06/09/2043
01/11/2023 14:29:30,01/11/2023 06:39:13,863132,PN100013410,100013411,0,680000,Life,Lapsed,Lapsed,16/10/2038,16/09/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,863132,PN100013410,100013411,1,680000,Critical Illness,Lapsed,Lapsed,16/10/2038,15/08/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,863285,PN100013515,100013516,0,200000,Life,Lapsed,Lapsed,16/09/2044,16/08/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,863285,PN100013515,100013517,0,100000,Life,Lapsed,Lapsed,16/09/2044,16/08/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,863285,PN100013515,100013517,1,100000,Critical Illness,Lapsed,Lapsed,16/09/2044,16/08/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,863287,PN100013519,100013520,0,200000,Life,Lapsed,Lapsed,20/09/2039,20/08/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,863287,PN100013519,100013521,0,100000,Life,Lapsed,Lapsed,20/09/2039,20/08/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,863287,PN100013519,100013521,1,100000,Critical Illness,Lapsed,Lapsed,20/09/2039,19/08/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,863431,PN100013566,100013567,0,141203.42,Life,Lapsed,Lapsed,17/10/2038,17/09/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,864498,PN100014191,100014193,0,250000,Life,Lapsed,Lapsed,22/11/2047,22/10/2047
01/11/2023 14:29:30,01/11/2023 06:39:13,864498,PN100014191,100014195,0,100000,Life,Lapsed,Lapsed,22/11/2047,22/10/2047
01/11/2023 14:29:30,01/11/2023 06:39:13,864498,PN100014191,100014195,1,100000,Critical Illness,Lapsed,Lapsed,22/11/2047,17/09/2047
01/11/2023 14:29:30,01/11/2023 06:39:13,864508,PN100014208,100014209,0,300000,Life,Lapsed,Lapsed,08/11/2044,08/10/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,864508,PN100014208,100014210,0,200000,Life,Lapsed,Lapsed,08/11/2044,08/10/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,864508,PN100014208,100014210,1,200000,Critical Illness,Lapsed,Lapsed,08/11/2044,17/09/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,865281,PN100014631,100014632,0,150000,Life,Lapsed,Lapsed,27/11/2037,27/10/2037
01/11/2023 14:29:30,01/11/2023 06:39:13,865281,PN100014631,100014633,0,150000,Critical Illness,Lapsed,Lapsed,27/11/2037,27/10/2037
01/11/2023 14:29:30,01/11/2023 06:39:13,865285,PN100014639,100014645,0,250000,Life,Lapsed,Lapsed,31/10/2051,30/09/2051
01/11/2023 14:29:30,01/11/2023 06:39:13,865285,PN100014639,100014645,1,250000,Total and Permanent Disability,Lapsed,Lapsed,31/10/2051,30/09/2051
01/11/2023 14:29:30,01/11/2023 06:39:13,865285,PN100014639,100014648,0,100000,Life,Lapsed,Lapsed,31/10/2051,30/09/2051
01/11/2023 14:29:30,01/11/2023 06:39:13,865285,PN100014639,100014648,1,100000,Critical Illness,Lapsed,Lapsed,31/10/2051,30/09/2051
01/11/2023 14:29:30,01/11/2023 06:39:13,865312,PN100014698,100014701,0,577666.55,Life,Lapsed,Lapsed,13/01/2039,13/12/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,865312,PN100014698,100014701,1,600000,Critical Illness,Lapsed,Lapsed,13/01/2039,05/10/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,865416,PN100014799,100014800,0,150000,Life,Lapsed,Lapsed,27/11/2036,27/10/2036
01/11/2023 14:29:30,01/11/2023 06:39:13,866136,PN100015036,100015038,0,500000,Life,Lapsed,Lapsed,10/12/2031,10/11/2031
01/11/2023 14:29:30,01/11/2023 06:39:13,866136,PN100015036,100015038,1,500000,Critical Illness,Lapsed,Lapsed,10/12/2031,15/10/2031
01/11/2023 14:29:30,01/11/2023 06:39:13,866912,PN100015339,100015339,0,0,Main Coverage,Surrendered,Surrendered,28/11/2043,28/10/2043
01/11/2023 14:29:30,01/11/2023 06:39:13,867316,PN100015622,100016294,0,783658.17,Life,Lapsed,Lapsed,20/01/2037,20/12/2036
01/11/2023 14:29:30,01/11/2023 06:39:13,899856,PN100015703,100015706,0,166952,Life,Lapsed,Lapsed,31/01/2058,31/12/2057
01/11/2023 14:29:30,01/11/2023 06:39:13,899856,PN100015703,100015707,0,241883,Life,Lapsed,Lapsed,31/01/2058,31/12/2057
01/11/2023 14:29:30,01/11/2023 06:39:13,899856,PN100015703,100015707,1,241883,Critical Illness,Lapsed,Lapsed,31/01/2058,12/11/2057
01/11/2023 14:29:30,01/11/2023 06:39:13,867419,PN100015734,100015735,0,2221524.68,Life,Lapsed,Lapsed,02/01/2042,02/12/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,867419,PN100015734,100015735,1,2221524.68,Total and Permanent Disability,Lapsed,Lapsed,02/01/2042,12/11/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,868256,PN100016131,100016132,0,3256876.73,Life,Lapsed,Lapsed,10/01/2040,10/12/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,868256,PN100016131,100016132,1,3256876.73,Total and Permanent Disability,Lapsed,Lapsed,10/01/2040,02/12/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,868261,PN100016139,100016141,0,432411.01,Life,Lapsed,Lapsed,20/01/2041,20/12/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,868261,PN100016139,100016141,1,432411.01,Total and Permanent Disability,Lapsed,Lapsed,20/01/2041,02/12/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,869113,PN100016543,100016545,0,241543,Life,Lapsed,Lapsed,12/02/2032,12/01/2032
01/11/2023 14:29:30,01/11/2023 06:39:13,869113,PN100016543,100016545,1,241543,Critical Illness,Lapsed,Lapsed,12/02/2032,29/12/2031
01/11/2023 14:29:30,01/11/2023 06:39:13,869146,PN100016548,100016549,0,100000,Critical Illness,Lapsed,Lapsed,05/02/2037,05/01/2037
01/11/2023 14:29:30,01/11/2023 06:39:13,936802,PN100016677,100016679,0,100000,Critical Illness,Lapsed,Lapsed,05/05/2039,05/04/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,869400,PN100016713,100016714,0,150000,Life,Lapsed,Lapsed,10/02/2037,10/01/2037
01/11/2023 14:29:30,01/11/2023 06:39:13,900047,PN100016867,100016868,0,520000,Life,Lapsed,Lapsed,14/02/2044,14/01/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,900047,PN100016867,100016869,0,200000,Life,Lapsed,Lapsed,14/02/2044,14/01/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,900047,PN100016867,100016869,1,200000,Critical Illness,Lapsed,Lapsed,14/02/2044,12/01/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,869671,PN100016904,100016906,0,130000,Life,Lapsed,Lapsed,18/03/2049,18/02/2049
01/11/2023 14:29:30,01/11/2023 06:39:13,869671,PN100016904,100016906,1,130000,Critical Illness,Lapsed,Lapsed,18/03/2049,14/01/2049
01/11/2023 14:29:30,01/11/2023 06:39:13,869802,PN100016959,100016960,0,126000,Life,Lapsed,Lapsed,18/02/2053,18/01/2053
01/11/2023 14:29:30,01/11/2023 06:39:13,869802,PN100016959,100016960,1,126000,Critical Illness,Lapsed,Lapsed,18/02/2053,18/01/2053
01/11/2023 14:29:30,01/11/2023 06:39:13,869803,PN100016961,100016962,0,126000,Life,Lapsed,Lapsed,24/02/2050,24/01/2050
01/11/2023 14:29:30,01/11/2023 06:39:13,869803,PN100016961,100016962,1,126000,Critical Illness,Lapsed,Lapsed,24/02/2050,18/01/2050
01/11/2023 14:29:30,01/11/2023 06:39:13,869804,PN100016963,100016964,0,200000,Life,Lapsed,Lapsed,20/02/2042,20/01/2042
01/11/2023 14:29:30,01/11/2023 06:39:13,869922,PN100017034,100017035,0,200000,Life,Expired,Terminated,25/02/2052,25/01/2052
01/11/2023 14:29:30,01/11/2023 06:39:13,869922,PN100017034,100017035,1,200000,Critical Illness,Expired,Terminated,25/02/2052,20/01/2052
01/11/2023 14:29:30,01/11/2023 06:39:13,870249,PN100017299,100017305,0,935248.97,Life,Lapsed,Lapsed,11/03/2044,11/02/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,870249,PN100017299,100017305,1,935248.97,Total and Permanent Disability,Lapsed,Lapsed,11/03/2044,11/02/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,870420,PN100017365,100017366,0,450000,Life,Lapsed,Lapsed,05/04/2044,05/03/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,870420,PN100017365,100017367,0,200000,Life,Lapsed,Lapsed,05/04/2044,05/03/2044
